date,AAPL.O,MSFT.O,AMZN.O,GOOGL.O,ADBE.O,INTC.O,CSCO.O,NFLX.O,TSLA.O,NVDA.O,.IXIC
2012-01-04,0.005374121537825571,0.023725014010834933,-0.008490197173658065,0.004313130250522157,-0.010150507525376273,0.023227383863080764,0.019323671497584405,0.11364894795127367,-0.013176638176638278,0.01139601139601143,-0.00013591470597107413
2012-01-05,0.011101973684210398,0.010218978102189746,0.0005633485437441799,-0.013871431136649348,0.007072135785006983,0.011549183592194368,-0.0036861506055817506,-0.01429459291485402,-0.021291952363767352,0.03591549295774654,0.008118231660348307
2012-01-06,0.010453795182163939,0.015354046242774588,0.02815156804233987,-0.013641674633161793,0.008426966292134797,-0.0059055118110236116,-0.0036997885835095,0.0881462799495587,-0.007743362831858613,-0.011556764106050443,0.0016330444292957935
2012-01-10,0.0035804898868943003,0.0036049026676279183,0.004368279569892497,0.001092439674838408,0.02348405187521907,0.004908698213233809,-0.0073800738007380184,-0.023935628437563805,0.013577981651376136,-0.004126547455295615,0.009691544370385996
2012-01-11,-0.0016302806918060408,-0.004310344827586188,-0.0024534403925504655,0.004525467792149573,0.004109589041095818,0.008206330597889888,0.012745618693574157,-0.03840133569863291,0.02208544532947143,-0.02002762430939231,0.0030564292321924036
2012-01-13,-0.0037494957165570275,0.008928571428571397,0.014153356448587395,-0.007385172479512092,-0.00889497092028746,-0.023689320388349477,-0.004699738903394257,0.024199674443841523,-0.1932743362831858,-0.026241134751773032,-0.005149190736594811
2012-01-17,0.011648126533431613,0.00017699115044234048,0.018159399170496693,0.005744091905470539,0.013117017604418413,-0.003977724741447974,0.012854144805876322,0.0036024581479128237,0.1671785870996052,-0.015294974508375914,0.006422766327144114
2012-01-18,0.010383800329644588,-0.0008847991505928077,0.042827259715952914,0.0068885424289668595,0.018398637137989837,0.013977635782747688,0.012173012173012143,0.04032939189189211,0.007894736842105177,0.03402366863905337,0.015259816427670714
2012-01-19,-0.0031693505161847213,-0.0038965639390718954,0.0264463682432432,0.010522823150211025,0.011709601873536313,0.00945254037022436,0.012794268167860778,0.049928962857722636,-0.0018649757553149682,0.026466380543633816,0.006722725483895298
2012-01-20,-0.01741671537112799,0.056543385490753995,-0.018102339933144806,-0.08377503635254935,0.008597883597883715,0.029262582910651647,0.0065689742294088305,-0.03112313937753719,-0.005979073243647326,-0.009059233449477233,-0.0005845793001546529
2012-01-23,0.016914108969783292,0.0006731740154830579,-0.025349604567118766,-0.0008020614686258254,-0.008852459016393421,0.012509476876421566,-0.004518072289156794,-0.06264964086193137,0.006390977443608836,0.02742616033755274,-0.0009078838769870368
2012-01-24,-0.016375415585539788,-0.013118062563067578,0.004890106937503136,-0.007839185681103977,0.023817399933840466,0.0069262448521152375,-0.0007564296520422564,-0.013729246487867108,0.024280911468061328,0.022587268993839782,0.0008871584709266855
2012-01-25,0.06243904759639407,0.00749829584185413,0.004278074866310266,-0.019692561926565988,0.012600969305331278,0.00018590816136820898,0.0007570022710066127,0.02557461961799934,0.02005835156819824,-0.0060240963855421326,0.011364941291304165
2012-01-27,0.005960011695117284,-0.009152542372881323,0.010625090525357539,0.02091181130082731,-0.0041693393200769036,-0.0007476635514018781,-0.013615733736762503,0.06706318420825808,0.013476157567380742,0.013596193065941398,0.004017424285632787
2012-01-31,0.00765987505794552,-0.002701789935832477,0.011917772573510232,0.004189097959113042,-0.001612903225806428,-0.011967090501121769,0.0043456032719837445,-0.04169656382045772,-0.01690902942171124,-0.002027027027027062,0.0006756900929607568
2012-02-01,-0.0006352961794601208,0.012190992211310592,-0.07704176095453619,0.0012411439209805142,0.009369951534733412,0.0049205147615443146,0.007890048358361046,0.02304492512479195,0.01754385964912264,0.01083276912660791,0.012235948028317178
2012-02-03,0.01001933555985235,0.00968280467445748,0.03279771076381244,0.019175881458187494,0.018059773054179384,0.009437523593808894,0.014646464646464574,0.01959677419354855,0.029752066115702247,0.021633839199225013,0.016078722094779785
2012-02-06,0.009332579185520329,-0.001322751322751281,-0.02419011082693956,0.021397548337329875,0.00015698587127155328,-0.0007479431563200967,0.004977600796416182,0.02230483271375472,0.020866773675762618,-0.007901390644753481,-0.0012630521120846616
2012-02-07,0.010474815182015984,0.004966887417218624,0.005733318772523699,-0.003808960908897041,0.01334170459896411,-0.0029940119760478723,0.0004952947003467045,-0.010599613152804777,-0.0062893081761006275,0.002867155144950617,0.0007201954520863474
2012-02-08,0.0167438090565879,0.010214168039538674,0.007003637548183894,0.005076058473556744,-0.005576208178438624,0.007882882882882969,0.011386138613861396,-0.03034094463559578,0.0104430379746836,0.03621346886912313,0.004056362083689313
2012-02-09,0.03459343794579173,0.0035877364644487653,-0.002695708432175814,0.00263999344101018,0.01713395638629267,0.0003724394785846741,-0.02104747919725891,0.006774193548387153,0.020357031005324044,-0.0006131207847944742,0.0038993641670037604
2012-02-10,0.0005069245898978725,-0.008937276568085739,0.0030273543085737042,-0.009076636247669634,-0.013476263399693655,-0.006142963514519706,-0.005249999999999977,-0.00728933034283874,-0.04542664211172487,-0.024846625766871244,-0.007976824506444657
2012-02-13,0.01860483969032467,0.0027873421872437465,0.03260752398404687,0.01038107969830504,0.00434647624961193,0.00018730099269514966,0.006785624528776069,-0.04542887113693228,0.012540192926044913,0.016042780748662944,0.009473531964130588
2012-02-14,0.013649025069637721,-0.010791366906474753,-0.0015136489378360096,-0.003985625612545007,0.002782071097372274,0.002996254681647992,0.001997004493260013,0.04032121724429438,0.053350269926961014,0.005572755417956543,0.00015009944087962523
2012-02-15,-0.02314215051230717,-0.006611570247933907,-0.03570308416100387,-0.006887955917082134,0.0006165228113441668,-0.007468259895444418,-0.007972097658196287,-0.008206711627529062,0.012963521254145238,-0.004310344827585966,-0.005457342342495952
2012-02-16,0.009122510900797742,0.04109816971713798,-0.024611047866861635,0.001585309465618634,0.012322858903265566,0.009217456734386786,0.014063284781516971,-0.0012289038177945022,0.0172619047619047,0.017316017316017174,0.015096902082768926
2012-02-17,-0.0001792079010772829,-0.0011187470033562352,0.014283332407047045,-0.0030996504649476453,-0.0033475349969567247,0.02031686859273063,0.004952947003467045,-0.0004921663522270414,0.023112931538911585,-0.03647416413373861,-0.0027264895180497684
2012-02-21,0.025352505377200796,0.006080000000000085,-0.0013150684931507728,0.01548028578989169,-0.006412213740458084,-0.007672634271099765,0.0034499753573189462,-0.03652031185884286,-0.013440091507006091,0.004731861198738141,-0.0010874794191979564
2012-02-22,-0.003515587064193637,-0.005407124681933939,-0.009217601229013273,-0.00986970684039079,-0.006453595574677395,-0.01583210603829155,-0.011787819253438081,-0.04258943781942082,-0.008115942028985468,-0.00659340659340657,-0.005222870747514929
2012-02-23,0.006529705286137499,0.003197953309881818,-0.009358732971536332,-0.003010165476856397,0.01979585524280858,-0.0026187803965581624,0.005467196819085363,0.005249110320284522,0.009059029807130248,0.00568900126422256,0.008117497451562539
2012-02-24,0.011657855496814307,0.0035065349059610895,0.0013416065738722782,0.006252990381283796,0.013345465574764903,0.0015003750937734317,-0.004448838358872997,-0.011682449774316206,-0.022589052997393666,-0.007542426147077341,0.002289498068975826
2012-02-27,0.00641258781416898,-0.0041296060991105055,-0.003349522693016138,-0.0009673717002788296,-0.004190362167015627,0.007116104868913897,0.001489572989076482,-0.020238201844721027,-0.003851851851851884,-0.020265991133628813,0.0008131590046394077
2012-02-29,0.013130124577426683,-0.004079071226859243,-0.02236126224156698,-0.00022639434660964852,-0.011421701232341541,-0.013215859030836996,-0.015841584158415856,-0.022855630074126165,-0.011830819284235461,-0.011741682974559686,-0.006652693889030337
2012-03-02,0.0013040204235310604,-0.0066584081759056835,-0.004110197733836807,-0.0018476863753214001,0.019033232628398622,0.002047654504839791,-0.006036217303822755,0.020842572062084175,-0.01075268817204289,0.008524590163934587,-0.004275720398665639
2012-03-05,-0.022047764041233986,-0.00857365549493383,0.005354155047406328,-0.011267605633802691,-0.01512007115327596,-0.013932751253947662,-0.0080971659919028,-0.037271937445699455,-0.007931844888366624,-0.033810143042912966,-0.008638561382169785
2012-03-06,-0.005439267762022526,-0.007704402515723352,0.004604460224120865,-0.01512413512413513,-0.03702588801926554,0.0024491333835721107,-0.00612244897959191,-0.0332099990975544,-0.019543973941368087,-0.009421265141318913,-0.013611344594777752
2012-03-07,0.0008109229434616338,0.009031849152273841,0.014799271080678134,0.003041523406505986,0.013129102844638973,0.011464010524337542,-0.0035934291581108946,-0.018108839727433934,0.000302023557837483,0.006114130434782705,0.00871725445999072
2012-03-08,0.021293033597769018,0.005339195979899403,0.021058932361103455,0.000560316413974915,0.01974699166923788,-0.002601263470828674,0.01391035548686248,0.02737902842475526,-0.0015096618357488545,0.0030384875084401575,0.01183026818226729
2012-03-09,0.005867266923743841,-0.0006248047485161168,-0.01769345555318702,-0.011348288697829001,0.017851739788199872,0.008569299552906084,0.0060975609756097615,0.009808457481262245,0.05049894163894808,-0.0023561090541904806,0.006032816908046801
2012-03-12,0.012528202212154005,0.0015629884338856925,-0.00504557291666663,0.008163265306122325,-0.0023781212841854638,-0.003140007388252708,0.0015151515151514694,-0.02684871254467147,0.036557282671271896,-0.01585695006747634,-0.001566086857586635
2012-03-13,0.029166666666666785,0.0196629213483146,0.006543432030099883,0.020870858464843378,0.019666269368295408,0.018714100426162616,0.01966717095310133,0.0014124293785309217,0.0022216051096921596,0.014055536510112931,0.01884262952213067
